-183.656	-287.999	-9994.16	2 11	396.87	237.41	12	126.99	244.06	
-173.048	-325.901	-9993.19	2 11	395.54	233.63	12	125.27	240.17	
-242.257	-341.846	-9991.22	2 11	402.48	231.56	12	132.7	238.35	
-308.159	-329.336	-9989.82	2 11	409.28	232.4	12	139.87	239.26	
346.055	-298.7	-9989.55	2 11	343.05	239.7	12	71.12	246.9	
-399.954	-292.143	-9987.73	2 11	418.9	235.58	12	150	242.2	
-14.303	-505.476	-9987.21	2 11	378.23	216.44	12	107.11	222.78	
-393.586	-333.941	-9986.67	2 11	417.97	231.37	12	148.47	238.1	
-248.136	-477.896	-9985.49	2 11	402.18	217.7	12	132.23	224.33	
257.178	-485.643	-9984.89	2 11	350.84	220.2	12	78.62	226.12	
-383.777	-454.035	-9982.31	2 11	416.17	219.22	12	146.7	225.5	
290.218	-526.01	-9981.94	2 11	347.23	216.32	12	75.94	222.44	
-1.87894	-612.12	-9981.25	2 11	376.27	205.7	12	106.23	211.48	
-469.939	-393.618	-9981.19	2 11	425.38	224.79	12	157.31	230.72	
225.051	-581.102	-9980.56	2 11	353.47	210.32	12	81.56	214.98	
-188.112	-625.626	-9978.64	2 11	395.1	203.09	12	125.41	209.19	
591.887	-294.133	-9978.13	2 10	616.94	234.4	11	318.73	241.3	
174.75	-639.935	-9977.97	2 11	358.18	204.03	12	86.97	209.57	
260.348	-642.807	-9975.92	2 11	349.49	204.29	12	77.82	210.35	
305.664	-626.138	-9975.7	2 11	345.01	206.27	12	72.95	212.09	
-381.183	-601.932	-9974.59	2 11	414.93	204.19	12	145.63	210.33	
-666.325	-288.962	-9973.59	2 11	446.24	234.14	12	177.63	240.42	
511.063	-519.235	-9973.43	2 10	624.07	210.05	11	324.93	217.69	
-446.388	-577.991	-9973.3	2 11	421.75	206.18	12	152.92	212.37	
510.39	-526.182	-9973.1	2 11	324.93	217.69	12	52.05	223.93	
658.956	-335.845	-9972.61	2 11	311.1	237.89	12	37.16	245.18	
541.4	-507.082	-9972.45	2 10	620.82	211.56	11	321.97	219.29	
-624.683	-401.134	-9972.41	2 11	441.2	222.98	12	171.95	229.13	
667.9	-327.534	-9972.29	2 10	608.33	231.39	11	311.1	237.89	
540.503	-512.24	-9972.23	2 11	321.97	219.29	12	48.94	225.39	
222.249	-711.07	-9972.21	2 11	352.9	197.12	12	80.94	203.27	
588.583	-461.091	-9972.01	2 10	615.99	216.76	11	317.32	224.88	
589.732	-460.07	-9971.99	2 11	317.32	224.88	12	43.84	230.96	
-530.264	-541.005	-9971.27	2 11	430.58	209.37	12	161.46	216.1	
-756.566	49.4026	-9971.22	2 11	457.9	268.13	12	189.1	274.27	
469.9	-601.42	-9970.83	2 10	627.96	201.04	11	328.62	209.71	
469.041	-602.392	-9970.81	2 11	328.62	209.71	12	55.31	215.06	
-765.982	15.0173	-9970.61	2 11	458.63	264.55	12	190.86	270.96	
537.185	-548.464	-9970.49	2 11	322.07	215.6	12	48.67	221.81	
-267.84	-728.845	-9969.81	2 11	402.54	192.05	12	132.57	198.72	
650.349	-425.171	-9969.77	2 11	311.4	228.79	12	37.56	235.17	
652.36	-423.852	-9969.69	2 10	609.28	221.14	11	311.4	228.79	
428.39	-650.616	-9969.61	2 10	632.16	195.5	11	332.11	204.48	
431.386	-651.656	-9969.42	2 11	332.11	204.48	12	59.96	209.75	
-775.983	105.874	-9969.28	2 12	191.17	280.1	13	8.95	286.74	
-776.869	103.836	-9969.24	2 11	460.39	273.58	12	191.17	280.1	
-673.633	-424.231	-9968.26	2 11	446.08	220.29	12	177.35	226.09	
-805.452	62.6366	-9967.31	2 12	193.93	275.47	13	14.35	281.07	
-808.797	60.9017	-9967.05	2 11	463.39	268.98	12	193.93	275.47	
728.231	-378.281	-9966.27	2 11	303.8	234.02	12	29.18	241.51	
731.156	-373.445	-9966.24	2 10	601.05	226.99	11	303.8	234.02	
-238.657	-789.748	-9965.91	2 11	399.17	186.05	12	129.28	191.48	
641.419	-535.134	-9965.05	2 10	609.6	209.34	11	311.37	216.84	
824.273	-143.841	-9964.93	2 11	295.52	258.37	12	19.85	266.03	
-301.984	-785.445	-9964.53	2 11	405.65	186.05	12	135.58	191.59	
643.128	-542.711	-9964.53	2 11	311.37	216.84	12	37.67	222.82	
-853.873	96.4021	-9963.01	2 12	199.14	278.57	13	17.65	285	
395.637	-766.747	-9962.71	2 11	334.97	192.58	12	62.18	198.07	
-858.471	93.7735	-9962.64	2 11	468.78	272.04	12	199.14	278.57	
-852.362	156.897	-9962.37	2 12	199.38	284.76	13	17.94	291.57	
-716.834	-493.021	-9962.08	2 11	450.07	212.97	12	181.33	219.33	
-858.035	155.122	-9961.91	2 11	469.18	278.34	12	199.38	284.76	
-821.349	296.937	-9961.79	2 11	466.41	293.14	12	197.21	299.06	
627.6	-640.995	-9959.68	2 10	610.27	198.08	11	312.92	206.46	
810.861	-390.702	-9959.41	2 11	295.33	233.27	12	19.66	240.42	
-789.323	-443.628	-9958.92	2 11	457.88	217.51	12	188.24	223.78	
514.943	-762.475	-9957.58	2 10	621.68	184.35	11	322.23	193.68	
-266.302	-881.179	-9957.54	2 11	401.39	176.54	12	132.55	183.71	
549.697	-747.675	-9956.85	2 10	617.97	186.2	11	318.5	194.34	
756.354	-542.972	-9956.56	2 10	596.97	209.36	11	300.07	216.4	
-891.919	273.921	-9956.38	2 11	473.58	290.35	12	204.48	296.63	
273.843	-892.741	-9956.31	2 11	346.47	179	12	75	184.45	
932.842	-96.6656	-9955.93	2 11	284.76	263.83	12	7.43	272.52	
800.293	-491.296	-9955.81	2 10	592.59	215.1	11	295.97	222.54	
797.897	-495.833	-9955.78	2 11	295.97	222.54	12	20.58	229.26	
558.681	-759.495	-9955.45	2 11	318.5	194.34	12	45.06	199.79	
-273.266	-911.871	-9954.59	2 11	401.9	173.36	12	132.54	179.3	
-212.757	-934.354	-9953.98	2 11	395.59	171.49	12	125.56	177.48	
-716.828	-642.809	-9953.54	2 11	449.08	197.67	12	180.18	204.25	
516.434	-818.317	-9953.07	2 10	621.06	178.45	11	322.2	187.94	
518.181	-820.056	-9952.84	2 11	322.2	187.94	12	49.19	192.97	
410.033	-880.496	-9952.72	2 10	632.32	170.94	11	332.66	181.07	
410.92	-881.027	-9952.63	2 11	332.66	181.07	12	60.12	185.56	
961.407	-260.767	-9950.26	2 10	576.88	240.32	11	280.9	247.15	
950.933	-296.955	-9950.25	2 10	577.74	236.47	11	281.65	243.28	
950.991	-300.397	-9950.14	2 11	281.65	243.28	12	5.75	250.91	
508.045	-867.375	-9949.35	2 11	322.91	183.07	12	49.38	187.23	
506.939	-868.055	-9949.35	2 10	621.7	173.1	11	322.91	183.07	
725.219	-710.406	-9948.34	2 10	599.03	191.53	11	301.67	199.22	
-811.598	-624.293	-9947.44	2 12	190.33	205.37	13	8.21	208.76	
727.128	-721.624	-9947.39	2 11	301.67	199.22	12	27.19	204.51	
486.805	-903.45	-9947.2	2 11	324.82	179.27	12	52.03	183.76	
789.193	-666.471	-9946.51	2 10	592.41	196.64	11	295.54	204.62	
-782.972	-675.395	-9946.4	2 11	455.69	193.86	12	187.16	200.38	
-783.714	-674.851	-9946.37	2 12	187.16	200.38	13	4.78	203.58	
873.06	-555.355	-9946.32	2 10	584.18	208.91	11	286.91	216.86	
790.744	-672.203	-9946	2 11	295.54	204.62	12	20.88	210.05	
-585.865	-858.787	-9945.82	2 11	434.21	176.54	12	165.63	182.46	
883.131	-557.001	-9945.34	2 11	286.91	216.86	12	12.93	222.48	
845.666	-618.937	-9944.94	2 10	586.65	202.05	11	289.82	209.93	
553.561	-892.6	-9944.69	2 10	616.36	170.9	11	318.09	180.81	
553.933	-892.432	-9944.68	2 11	318.09	180.81	12	44.43	185.26	
-690.802	-791.838	-9944.64	2 11	445.43	182.62	12	176.81	188.95	
1025.95	-242.572	-9944.27	2 10	570.04	242.63	11	275.03	249.18	
1003.83	-331.274	-9943.97	2 10	571.76	233.23	11	276.44	240.25	
725.246	-775.613	-9943.46	2 11	301.5	193.73	12	26.36	200.03	
1024.04	-294.104	-9943.08	2 10	569.86	237.24	11	274.87	243.96	
-66.9435	-1063.98	-9943.01	2 11	379.91	159.27	12	109.91	164.18	
543.42	-935.862	-9941.27	2 10	617.12	166.23	11	318.08	176.34	
895.708	-619.594	-9940.51	2 11	285.22	210.59	12	8.9	215.94	
897.013	-617.793	-9940.51	2 10	581.09	202.55	11	285.22	210.59	
1005.14	-438.495	-9939.69	2 10	570.8	222.05	11	276.03	229.76	
-1065.39	-286.519	-9938.96	2 11	487.63	231.68	12	218.48	238.13	
-1065.64	-286.279	-9938.94	2 12	218.48	238.13	13	38.56	242.77	
-1064.35	-344.322	-9937.23	2 12	217.99	232.24	13	38.39	236.93	
1000.53	-507.962	-9936.85	2 10	570.76	214.77	11	275.51	222.34	
-1066.27	-350.396	-9936.82	2 11	487.28	225.12	12	217.99	232.24	
915.571	-650.555	-9936.73	2 10	578.82	199.26	11	281.86	207.86	
341.846	-1072.73	-9936.42	2 11	338.37	161.11	12	67.25	166	
-902.861	-678.132	-9936.04	2 11	468.08	192.7	12	199.1	199.26	
479.919	-1031.64	-9935.06	2 11	324.65	166.18	12	51.68	169.37	
-499.936	-1023.7	-9934.89	2 11	424.34	160.29	12	154.59	166.74	
884.583	-719.189	-9934.8	2 11	285.69	200.42	12	9.84	205.34	
480.381	-1036.54	-9934.53	2 10	623.24	154.98	11	324.65	166.18	
-1066.89	-416.768	-9934.19	2 12	217.81	224.86	13	37.87	228.95	
352.634	-1089.88	-9934.17	2 11	337.16	159.43	12	66.03	163.12	
-1066.81	-418.681	-9934.11	2 11	486.87	218.11	12	217.81	224.86	
15.209	-1150.7	-9933.56	2 11	370.99	150.97	12	100.31	155.61	
-267.354	-1122.76	-9933.17	2 11	399.93	151.84	12	131.67	157.89	
638.411	-979.886	-9931.38	2 10	606.32	162.4	11	309.68	170.44	
-444.172	-1083.04	-9931.25	2 11	418.25	154.62	12	149.81	160.59	
-1067.27	-483.357	-9931.13	2 11	486.48	211.47	12	217.51	218	
541.537	-1039.25	-9931.1	2 10	616.47	155.25	11	318.43	165.58	
-1067.91	-484.181	-9931.02	2 12	217.51	218	13	37.78	222.2	
-37.408	-1179.09	-9930.17	2 11	376.15	147.7	12	106.22	153.35	
409.247	-1112.93	-9929.45	2 10	630.48	146.18	11	331.11	157.59	
582.984	-1035.61	-9929.13	2 10	611.94	156.01	11	314.77	166.59	
-802.806	-884.586	-9928.39	2 11	456.39	172.28	12	187.52	178.87	
858.252	-840.499	-9927.59	2 10	583.5	178.92	11	287.5	187.87	
-261.857	-1175.24	-9927.25	2 11	399.03	146.5	12	131.05	151.86	
-706.126	-979.25	-9926.86	2 11	445.81	163.3	12	177.16	169.34	
911.756	-795.321	-9926.54	2 10	578.07	184.08	11	282.22	192.78	
1140.82	-424.344	-9925.65	2 10	556.3	224.44	11	261.56	231.6	
1024.55	-674.383	-9924.49	2 10	566.86	197.58	11	271.76	205.82	
349.23	-1183.26	-9923.61	2 11	336.87	149.87	12	65.79	153.26	
-1093.42	-618.896	-9920.76	2 11	488.31	197.36	12	218.24	204.66	
-297.589	-1222.77	-9920.5	2 11	402.37	141.36	12	133.27	146.05	
1189.96	-423.937	-9919.89	2 10	551.03	224.81	11	258.09	232.2	
421.355	-1192.42	-9919.71	2 10	628.47	137.81	11	327.84	149.37	
806.626	-974.929	-9919.62	2 10	588	164.37	11	291.57	173.79	
-1167.09	-489.036	-9919.61	2 11	496.89	210.16	12	227.62	217.01	
809.52	-976.788	-9919.2	2 11	291.57	173.79	12	16.56	177.69	
437.527	-1193.69	-9918.85	2 11	327.84	149.37	12	55.98	152.5	
901.273	-897.942	-9918.74	2 11	282.78	182.36	12	7.01	187.07	
